job_id,title,company,scale,salary,experience,education,location,keyword,direction,city,city_code,url,jd,hr_active_time,hr_title,confirmed,performed,button_text,confirmed_at,source_run_id
83bede76425894f70nFz09S_EVdY,视频编解码,道通智能航空技术,1000-9999人,15-25K·15薪,1-3年,本科,深圳南山区南山智园B1栋8楼,多媒体开发,media_cv,深圳,101280600,https://www.zhipin.com/job_detail/83bede76425894f70nFz09S_EVdY.html,"岗位职责：
1. 深入理解产品需求，并进行方案设计和拆解分工，与产品团队和其他模块进⾏对齐；
2. 负责拉通内外团队，推进任务的交付和落地，进⾏过程管理和风险管控；
3. 负责产品的性能和稳定性，以及开发中的疑难攻关。
4. 负责/参与视频图像⽆线传输业务中的视频编解码端到端方案的设计与实现。
5. 负责/参与视频编码方案的端到端优化，包括端到端延时，性能⼯程，流畅性和图像质量。
6. 负责/参与自研标准视频编码方案的探索和验证。
职位要求
1. 本科及以上学历，在视频编解码领域有3年以上工作经验；
2. 精通 C++，有良好编码风格者优先，有写单元测试习惯
3. 熟悉软件编码器或者硬件编码器的算法设计和调优。
4. 熟悉视频编码标准，至少对H.265/H.266/AV1中某个领域有深入的涉猎。
加分项：
1. 熟悉Android多媒体框架和高通硬件编解码器。
2. 熟悉Linux平台下海思/安霸等硬件编码平台开发和优化。
3. 熟悉画质增强技术，有超分算法，画质增强，图像降噪，FRC经验.
4. 有NEON/OpenCL/OpenGL等性能优化领域工作经验。",3日内活跃,"道通智能航空技术
·
招聘者",True,True,继续沟通,1785652025.916451,d1a75f9d1d0e47babd4a71c3255f9f42
274b1e040161c2820nJ72ty_ElZX,高级音视频开发工程师 (MJ004258),涂鸦智能,1000-9999人,18-30K,1-3年,本科,杭州西湖区华策中心A座A座,编解码开发,media_cv,杭州,101210100,https://www.zhipin.com/job_detail/274b1e040161c2820nJ72ty_ElZX.html,"JD职位描述：
岗位职责:
1、负责跨平台实时音视频SDK的设计与开发工作，包括音视频引擎、信令、媒体协议等；
2、负责实时音视频SDK核⼼指标优化，包括延迟、卡顿、清晰度、内存等；
3、负责流媒体协议处理、软硬件⾳视频编解码、媒体流传输等系统的设计开发；
4、负责涂鸦⾳视频在多业务场景技术落地，包括摄像头、中控、门锁、扫地机等IoT领域；
5、负责对底层技术架构持续优化、技术攻坚和前沿技术预研，提高产品的质量和用户体验；
职位要求：
1、三年以上流媒体、⾳视频开发经验，本科以上学历，精通C/C++、多线程编程；
2、至少熟悉HEVC、AV1、MJPEG、H.264等一种标准，有扎实的图像视频编码经验者优先；
3、精通FFMPEG，OpenCV等常见视频和图像处理技术，并有相关经验者优先;
4、熟悉RTSP/RTMP/HLS等流媒体协议，并有实际项目经验；
5、学习能力强，有良好的技术方案设计、分析和解决问题的能力；
6、有团队精神，良好的抗压能力，心态积极，能主动融入团队。",今日活跃,"涂鸦智能
·
技术专家",True,True,继续沟通,1785652090.838109,d1a75f9d1d0e47babd4a71c3255f9f42
4c5a28224990fcca0nJ60ty6E1FS,资深音视频开发工程师 (MJ004258),涂鸦智能,1000-9999人,15-30K,1-3年,学历不限,杭州西湖区华策中心A座3、7-12楼,编解码开发,media_cv,杭州,101210100,https://www.zhipin.com/job_detail/4c5a28224990fcca0nJ60ty6E1FS.html,"岗位职责:
1、负责跨平台实时音视频SDK的设计与开发工作，包括音视频引擎、信令、媒体协议等；
2、负责实时音视频SDK核⼼指标优化，包括延迟、卡顿、清晰度、内存等；
3、负责流媒体协议处理、软硬件⾳视频编解码、媒体流传输等系统的设计开发；
4、负责涂鸦⾳视频在多业务场景技术落地，包括摄像头、中控、门锁、扫地机等IoT领域；
5、负责对底层技术架构持续优化、技术攻坚和前沿技术预研，提高产品的质量和用户体验；
职位要求：
1、三年左右流媒体、⾳视频开发经验，本科以上学历，精通C/C++、多线程编程；
2、至少熟悉HEVC、AV1、MJPEG、H.264等一种标准，有扎实的图像视频编码经验者优先；
3、精通FFMPEG，OpenCV等常见视频和图像处理技术，并有相关经验者优先;
4、熟悉RTSP/RTMP/HLS等流媒体协议，并有实际项目经验；
5、学习能力强，有良好的技术方案设计、分析和解决问题的能力；
6、有团队精神，良好的抗压能力，心态积极，能主动融入团队。",刚刚活跃,"涂鸦智能
·
HR",True,True,继续沟通,1785652102.679757,d1a75f9d1d0e47babd4a71c3255f9f42
7f05b2fa217c8a8703Nz29-4EVpT,初级图像算法工程师,佳发教育,500-999人,9-14K,1-3年,本科,成都武侯区佳发科技大厦武科西二路,图像处理,media_cv,成都,101270100,https://www.zhipin.com/job_detail/7f05b2fa217c8a8703Nz29-4EVpT.html,"岗位职责：
1. 负责应用计算机视觉领域的物体检测和识别等相关算法，了解常见目标检测、分割、分类等；
2. 测试算法的可行性，并监测算法的效果，根据实际需求进行分析和改进；
3. 编写业务逻辑。
任职要求：
1.本科及以上学历，计算机科学、⼈⼯智能（图像、数据等领域）、应⽤数学等相关专业；
2.深入理解模式识别、图像处理和计算机视觉领域的知识。
3.具备扎实的数学基础。
4.熟练掌握至少两种编程语⾔，如Python、C++、C、Matlab等，并具备一定的编程经验。",3日内活跃,"佳发教育
·
HRBP",True,True,继续沟通,1785652172.7153122,d1a75f9d1d0e47babd4a71c3255f9f42
9a3170fc789aa3860nF60tu0FFtY,图像算法工程师,申昊科技,500-999人,15-25K,1-3年,本科,杭州余杭区杭州申昊科技股份有限公司(义桥园区),计算机视觉,media_cv,杭州,101210100,https://www.zhipin.com/job_detail/9a3170fc789aa3860nF60tu0FFtY.html,"岗位职责：
1.负责图像处理、计算机视觉相关算法的设计与开发，包括图像分类、目标检测、分割、特征提取等，并持续优化算法性能以适应实时应用场景 ；
2.优化算法模型的计算效率，涉及模型压缩、剪枝、量化等技术，并移植到不同硬件平台（如NVIDIA系列、华为昇腾系列等）；
3.研究前沿技术（如深度学习、大模型等），推动算法在轨道等领域的创新应用 ；
4.撰写算法设计⽂档、技术报告及软件使⽤说明，并参与专利申请以保护核⼼技术；
5.与研发团队密切配合, 输出高质量的研究成果，并负责相关文档的编写；
任职资格：
1.本科及以上学历，硕⼠学历优先，计算机科学、电子工程、信号处理等相关专业，1年以上算法研发经验；
2.精通PyTorch/TensorFlow框架，熟悉OpenCV等工具，具备目标检测（如YOLO系列等）、分割（Unet/Unet++等）、分类等实战经验；
3.熟练掌握C++与Python，具备高性能计算或分布式训练优化经验者优先；
4. 逻辑思维强、具有强烈的责任心、执行力，具有良好的领导力、沟通能力、团队合作能力。",今日活跃,"申昊科技
·
招聘专家",True,True,继续沟通,1785652392.06,d1a75f9d1d0e47babd4a71c3255f9f42
9c3ab13fd3a680310nFz2d68EVpW,图像处理/调测工程师(RD47),宇视科技,1000-9999人,10-15K,1-3年,本科,杭州滨江区宇视科技(总部),图像处理,media_cv,杭州,101210100,https://www.zhipin.com/job_detail/9c3ab13fd3a680310nFz2d68EVpW.html,"工作职责：
1、摄像机图像效果调测优化；
2、图像相关硬件(例如sensor和镜头)的测试、评估和选型；
3、新的图像技术的效果评测和应用;图像策略的优化；
4、负责摄像机 ISP 图像算法开发；
5、负责图像相关新技术研究、预研。
任职要求：
1、电子、通信、计算机、光学、光电信息相关专业本科或以上学历；
2、熟悉安防类产品和应用，有相关从业经验优先;
3、了解并熟悉ISP图像处理，3A算法等图像领域专业知识，有⼀定c/c++、matlab编程能⼒者尤佳;
4、熟悉图像处理算法或光学成像、CMOS传感器相关技术，有扎实的数学功底 优先；
5、有 ISP AE/AWB/AF 算法、⾊彩/锐化/降噪/宽动态等算法开发经验的优先；
6、有海思、安霸、TI、高通、Mstar等芯片图像开发经验的优先；
7、有图像处理、模式识别、机器视觉、GPU 图像应⽤等相关开发经验的优先；
8、工作认真细致，较强的自我驱动能力，较强责任心以及团队合作精神，具备良好的沟通表达能力。",3日内活跃,"宇视科技
·
人事HRBP",True,True,继续沟通,1785652421.977702,d1a75f9d1d0e47babd4a71c3255f9f42
f47686d9bc01b1140nFy09i0EVpU,AI智能体开发工程师,超图软件,1000-9999人,15-20K,1-3年,本科,南京鼓楼区联创大厦A座集慧路18号联创大厦A座,计算机视觉,media_cv,南京,101190100,https://www.zhipin.com/job_detail/f47686d9bc01b1140nFy09i0EVpU.html,"岗位职责：
1. AI智能体核心开发
负责AI Agent系统的架构设计、开发与迭代，包括但不限于：对话管理、任务编排、工具调用、记忆管理等核心模块
基于LLM构建多模态智能体应⽤，实现⽂本、图像、语⾳等跨模态理解与生成能力
开发Agent与外部系统的集成⽅案，包括API对接、数据库交互、第三方服务调用等
优化Agent的推理效率、响应速度和任务完成率，持续提升用户体验
2. AI算法与模型应用
针对业务场景进行Prompt Engineering，设计高效稳定的提示词策略
实施RAG（检索增强生成）方案，结合向量数据库实现知识库问答
参与模型微调（Fine-tuning）工作，针对垂直领域优化模型表现
开发计算机视觉相关功能，如OCR识别、图像理解、视频分析等（视业务需求）
3. 产品与业务协同
与产品经理紧密合作，深入理解业务场景和用户需求，将业务逻辑转化为技术方案
参与需求评审，评估技术可行性，提供专业建议和替代方案
编写技术设计文档，确保方案的可维护性和可扩展性
与交付团队协作，支持智能体服务的部署上线、性能调优和运维监控
4. 技术研究与知识沉淀
持续跟踪AI Agent领域前沿技术，包括：Multi-Agent协作、ReAct框架、Tool Use、Planning等
评估和引入新兴开源框架（如LangGraph、CrewAI、AutoGen等），推动技术栈升级
撰写技术文档、最佳实践指南，组织内部分享和培训
参与技术社区建设，关注行业动态和竞品分析
任职要求：
学历：本科及以上学历，计算机科学、人工智能、软件工程、地理信息科学、遥感等相关专业；
经验：1-2年AI应用开发或软件工程相关工作经验，985/211/双一流院校优先；
编程：熟练掌握Python，了解TypeScript/JavaScript者优先；
理解深度学习基本原理、LLM基本原理和多模态大模型基本原理；
了解LangChain、LlamaIndex、AutoGen等Agent开发框架；
熟悉Git、RESTful API、数据库基础等；
良好的沟通能力、学习能力、问题解决能力和抗压能力。",3日内活跃,"超图软件
·
招聘经理",True,True,继续沟通,1785653119.361569,89a19e52b732413dae618dce9b49454d
d4a15893c8cdf2c90nBz39q5FVpX,算法工程师(J10091),茂莱光学,500-999人,8-18K,1-3年,本科,南京江宁区南京茂莱精密测量系统有限公司,计算机视觉,media_cv,南京,101190100,https://www.zhipin.com/job_detail/d4a15893c8cdf2c90nBz39q5FVpX.html,"工作职责:
1.独立承担算法需求整理，以及算法开发、分析和测试； 
2.使用OpenCV、NumPy、SciPy等图像处理库，开发、验证、优化光学性能评估算法；
3.参与光学测试系统的软件设计与实现，完成图像采集、数据处理、结果可视化等功能模块；
4.结合实验数据，对算法进⾏验证与性能评估，输出标准化检测报告；
5.与光学设计、软件开发及测试团队协作，推进光学检测与⾃动化分析流程落地；
6.优化算法执⾏效率，提升系统实时性与稳定性；
编写算法说明文档、测试方案及结果分析报告。
任职资格:
1.本科或以上学历，仪器，光电， 计算机，应⽤数学，物理等相关专业毕业； 
2熟练掌握 MATLAB, Python 或 C++ 编程语言，能熟练使用 OpenCV 进行图像处理与分析；
3 熟悉光学系统基础知识，对成像原理、MTF计算方法、灰阶与对比度分析、亮度测量方法等有深入理解；
4具备图像滤波、边缘检测、区域分析、灰度统计、傅里叶变换等算法开发经验；
5具备良好的数学建模能力与算法实现能力，能独立完成光学指标计算与验证；
6具有良好的沟通能力、文档撰写能力和团队协作精神；
7能够适应短期出差，支持现场光学测试与系统调试工作。",3日内活跃,"茂莱光学
·
HRBP经理",True,True,继续沟通,1785653138.7900548,89a19e52b732413dae618dce9b49454d
b87ca8e64741f2340nF63961ElBZ,AI算法工程师,迈富时,1000-9999人,15-25K,1-3年,本科,南京浦口区迈富时中心A,多媒体开发,media_cv,南京,101190100,https://www.zhipin.com/job_detail/b87ca8e64741f2340nF63961ElBZ.html,"1、技术能力要求：
（1）熟悉智能体构建技术与平台（dify/n8n/coze/ComfyUI等），智能体框架（ADK/Langgraph/Langchain/CrewAI/OpenAI agent SDK等），RAG（Agentic RAG等），能够独立或参与构建智能体/RAG应用，有成功应用落地案列是加分项。
（2）在深度学习/机器学习/⾃然语⾔处理/（多模态）⼤模型/智能体/视觉图像/语音识别和合成等关键技术领域具有成功实战落的项目经历。
（3）熟悉常见AI模型私有化部署及应⽤，如（多模态）大模型、深度学习模型、音视频模型等。
（4）具备模型微调、模型/智能体强化学习方面的经历。
（5）Python扎实，熟悉Flask/FastAPI、异步编程、Celery、NumPy/Pandas、PyTorch等；
（6）具备基础系统运维知识（Linux 命令、网络、API 调用、日志分析）。
2、沟通&协同：有比较好的沟通表达能力，能够很好的面向客户进行调研、汇报和沟通。
3、持续学习能力：了解业界AI科技巨头的发展趋势，业务动向和技术发展方向；对于新事物保持足够的乐观和好奇，能够持续自我学习提升技术深度，结合实践持续提升。",3日内活跃,"迈富时
·
招聘者",True,True,继续沟通,1785653181.380512,89a19e52b732413dae618dce9b49454d
023d52297455fb860nF-3N2-EFNW,图像视觉算法工程师,华汉伟业科技有限公司,500-999人,12-20K,1年以内,本科,深圳南山区南山智城-A2栋12层,计算机视觉,media_cv,深圳,101280600,https://www.zhipin.com/job_detail/023d52297455fb860nF-3N2-EFNW.html,"岗位职责:
1、负责工业视觉质检系统的深度学习算法研发，包括但不限于目标检测、图像分割、缺陷分类、OCR识别等关键技术的研究与实现，解决复杂光照、纹理干扰等工业场景难题。
2、负责深度学习模型的训练、调优、压缩与量化，并基于TensorRT、OpenVINO、ONNX Runtime等⼯具链完成模型在边缘计算设备（如Jetson系列）或服务器端的⼯程化部署与性能加速。
3、参与算法模块的全⽣命周期开发，包括数据采集与清洗方案制定、模型架构设计、测试验证以及技术⽂档编写。与软硬件团队协作，参与相机、光源等硬件的选型与成像方案设计。
4、持续跟踪计算机视觉前沿技术（如视觉Transformer、多模态融合、无监督/自监督学习），结合业务场景设计创新方案并推动转化落地。
任职资格:
1、全日制本科及以上学历；计算机科学、自动化、电子工程、数学、模式识别等相关专业；
2、扎实的Python编程基础，熟练掌握PyTorch或TensorFlow等主流深度学习框架；
3、具备良好的Python/C++ 开发能力，熟悉OpenCV等传统图像处理库，有Halcon或VisionPro经验者优先；",3日内活跃,"华汉伟业科技有限公司
·
HR.招聘专员",True,True,继续沟通,1785653342.507563,89a19e52b732413dae618dce9b49454d
